name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
Punjab,2023-05-22,43.3,25.3,34.6,43.4,25.3,35.1,16,36.7,0.6,100,8.33,rain,0,0,26.3,10.4,299.9,1003.2,40.7,20.8,301.1,26,10,10,2023-05-22T05:27:53,2023-05-22T19:19:01,0.08,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"42077099999,42099099999,remote"
Punjab,2023-05-23,40.7,27.9,33.9,43.9,28.7,36.4,19.9,45.5,2.3,100,12.5,rain,0,0,36.4,13.3,274,1003.6,76.2,20.8,270.7,23.4,9,10,2023-05-23T05:27:24,2023-05-23T19:19:39,0.12,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"42077099999,42099099999,remote"
Punjab,2023-05-24,35.8,24.4,29,37.7,24.4,30.4,20,60,11.5,100,29.17,rain,0,0,32,16.9,141.2,1004,53.2,19.3,251.3,21.6,9,30,2023-05-24T05:26:57,2023-05-24T19:20:16,0.15,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"42077099999,42099099999,remote"
Punjab,2023-05-25,31.2,21.7,25.4,32.5,21.7,25.8,19,68.5,1.5,100,37.5,rain,0,0,32.8,12.6,100,1005.4,39.1,20.6,257.5,22.3,8,30,2023-05-25T05:26:31,2023-05-25T19:20:53,0.18,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"42077099999,42099099999,remote"
Punjab,2023-05-26,33.5,21.6,27.4,35.1,21.6,28.1,19.6,65.1,2.1,100,29.17,rain,0,0,28.8,13,110.3,1005.5,44.6,18.6,243.5,21.2,7,60,2023-05-26T05:26:06,2023-05-26T19:21:30,0.21,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"42077099999,42099099999,remote"
Punjab,2023-05-27,33,23.1,27.3,35.6,23.1,28,19.4,63.6,1,100,8.33,rain,0,0,32,10.8,25.4,1005.5,33.8,20.8,295,25.5,10,60,2023-05-27T05:25:43,2023-05-27T19:22:05,0.25,"Rain, Partially cloudy",Clearing in the afternoon with rain clearing later.,rain,"42077099999,42099099999,remote"
Punjab,2023-05-28,35.7,22.1,29.2,36.6,22.1,29.5,17.6,53.5,0,0,0,,0,0,19.1,8.6,3.1,1005.8,29.3,20.8,317.7,27.4,10,30,2023-05-28T05:25:21,2023-05-28T19:22:41,0.28,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"42077099999,42099099999,remote"
Punjab,2023-05-29,35.9,23,28.1,37.8,23,28.8,19.3,61.1,1.6,100,12.5,rain,0,0,29.9,13.3,293.3,1008.6,94.2,19.9,245.9,21.1,8,10,2023-05-29T05:25:01,2023-05-29T19:23:16,0.31,"Rain, Overcast",Cloudy skies throughout the day with afternoon rain.,rain,"42077099999,42099099999,remote"
Punjab,2023-05-30,32,21.9,26.6,33.3,21.9,27.1,19.1,65.4,4.2,100,45.83,rain,0,0,38.2,19.8,19.7,1008.8,63.4,20.3,252,21.9,9,10,2023-05-30T05:24:42,2023-05-30T19:23:50,0.34,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"42077099999,42099099999,remote"
Punjab,2023-05-31,25.2,20.8,22.8,25.2,20.8,22.8,20.7,88.4,47.7,100,91.67,rain,0,0,37.1,11.2,56.9,1007.4,88.6,17.2,119.9,10.4,6,10,2023-05-31T05:24:25,2023-05-31T19:24:24,0.37,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"42077099999,42099099999,remote"
Punjab,2023-06-01,29.8,19.5,24.4,32,19.5,25,20,78.3,3.7,100,29.17,rain,0,0,27,10.8,221.9,1007.5,77.4,20.8,213.4,18.4,8,30,2023-06-01T05:24:09,2023-06-01T19:24:57,0.41,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"42077099999,42099099999,remote"
Punjab,2023-06-02,31.1,21.1,25.9,31.4,21.1,26.4,19.8,71.2,0.5,100,8.33,rain,0,0,20.2,8.3,342.7,1006.4,41.9,20.8,280.8,24.3,9,30,2023-06-02T05:23:54,2023-06-02T19:25:29,0.44,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"42077099999,42099099999,remote"
Punjab,2023-06-03,34.3,22,28.1,36.6,22,29,19.6,62.7,0,0,0,,0,0,16.9,11,359,1005.7,1.9,20.8,322.7,27.7,10,10,2023-06-03T05:23:41,2023-06-03T19:26:01,0.47,Clear,Clear conditions throughout the day.,clear-day,"42077099999,42099099999,remote"
Punjab,2023-06-04,35.9,24.5,30,39.4,24.5,31.9,20.8,60.1,0,0,0,,0,0,22,11.2,322.9,1005.1,35.7,20.8,319.8,27.6,9,10,2023-06-04T05:23:30,2023-06-04T19:26:32,0.5,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"42077099999,42099099999,remote"
Punjab,2023-06-05,38.2,24.1,31.5,39.8,24.1,33.3,20.4,55.4,0.4,100,8.33,rain,0,0,28.8,11.5,300.4,1003.2,17.1,20,299.1,25.7,10,10,2023-06-05T05:23:20,2023-06-05T19:27:02,0.54,Rain,Clear conditions throughout the day with afternoon rain.,rain,"42077099999,42099099999,remote"
Punjab,2023-06-06,36.8,25.6,30.2,38.6,25.6,31.2,19.1,54,1.8,100,20.83,rain,0,0,20.2,11,15.7,1003.8,26.4,20.8,298.4,25.7,9,10,2023-06-06T05:23:11,2023-06-06T19:27:31,0.58,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"42077099999,42099099999,remote"
Punjab,2023-06-07,35,23.8,29.1,36.9,23.8,29.8,19.8,60.2,0.1,100,4.17,rain,0,0,25.9,18.4,340.5,1004.1,21.7,20.8,310,26.9,9,10,2023-06-07T05:23:04,2023-06-07T19:28:00,0.61,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"42077099999,42099099999,remote"
Punjab,2023-06-08,38.1,22.9,30.9,41.3,22.9,31.7,18.8,52.8,0.7,100,8.33,rain,0,0,32.8,14.8,332.4,1002.8,9.8,20.8,294,25.5,9,10,2023-06-08T05:22:58,2023-06-08T19:28:28,0.65,Rain,Clear conditions throughout the day with afternoon rain.,rain,"42077099999,42099099999,remote"
Punjab,2023-06-09,39.7,25.8,32.8,42.7,25.8,35.1,20.7,52.7,0.1,100,4.17,rain,0,0,26.3,14.5,316.2,999.3,12,20.8,292.3,25.4,9,10,2023-06-09T05:22:53,2023-06-09T19:28:55,0.68,Rain,Clear conditions throughout the day with afternoon rain.,rain,"42077099999,42099099999,remote"
Punjab,2023-06-10,41.1,26.3,33.1,46,26.3,36.8,21.8,54.3,1.5,100,8.33,rain,0,0,30.6,12.6,291.5,997.4,16,20.6,297.3,25.6,9,10,2023-06-10T05:22:51,2023-06-10T19:29:20,0.72,Rain,Clear conditions throughout the day with afternoon rain.,rain,"42077099999,42099099999,remote"
Punjab,2023-06-11,35.9,25.7,30.3,39.5,25.7,32.3,21.3,61.3,0,0,0,,0,0,28.4,11.5,318.1,998.8,22.5,20.8,306.1,26.4,9,10,2023-06-11T05:22:49,2023-06-11T19:29:45,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42077099999,42099099999,remote"
Punjab,2023-06-12,38.9,25.1,32.3,44,25.1,35.8,22,57.4,0.2,100,4.17,rain,0,0,29.2,12.2,312.2,997.7,2.3,20.8,311.9,27,9,10,2023-06-12T05:22:49,2023-06-12T19:30:09,0.79,Rain,Clear conditions throughout the day with late afternoon rain.,rain,"42077099999,42099099999,remote"
Punjab,2023-06-13,40.9,29.8,34.8,46.1,32.6,40.2,22.7,52.2,0.4,100,8.33,rain,0,0,41.4,18.4,290.3,997.3,15,20.3,269.4,23.3,8,10,2023-06-13T05:22:50,2023-06-13T19:30:32,0.82,Rain,Clear conditions throughout the day with afternoon rain.,rain,"42077099999,42099099999,remote"
Punjab,2023-06-14,39.1,26.5,31.6,44.8,26.5,35,21.8,57.6,0.9,100,20.83,rain,0,0,33.1,29.1,311,998.6,27.1,20.1,289,24.9,9,10,2023-06-14T05:22:53,2023-06-14T19:30:54,0.86,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"42077099999,42099099999,remote"
Punjab,2023-06-15,32.8,25,28.6,36.8,25,31,22.1,69.1,0.3,100,8.33,rain,0,0,36.4,15.8,338.6,1000.9,32.1,19.2,265.4,23,9,10,2023-06-15T05:22:57,2023-06-15T19:31:15,0.9,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"42077099999,42099099999,remote"
Punjab,2023-06-16,36.6,25.7,31.2,43.2,25.7,34.8,23,63.6,0.2,100,8.33,rain,0,0,34.6,13.7,313,999.9,25.7,20.7,289.8,25.1,9,10,2023-06-16T05:23:02,2023-06-16T19:31:35,0.93,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"42077099999,42099099999,remote"
Punjab,2023-06-17,38.2,27.3,32.8,44.9,30.8,38.6,23.9,61.9,0.1,100,4.17,rain,0,0,21.2,9.4,301.4,999.5,27.6,20.8,284.9,24.5,9,30,2023-06-17T05:23:08,2023-06-17T19:31:53,0.97,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"42077099999,42099099999,remote"
Punjab,2023-06-18,36,29.2,32.2,42.7,33.2,38,23.9,62.5,0,0,0,,0,0,35.3,15.8,157.3,1000.1,39,20.8,261.1,22.5,9,10,2023-06-18T05:23:16,2023-06-18T19:32:10,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42077099999,42099099999,remote"
Punjab,2023-06-19,39.2,27.7,32.7,46,30.6,37.9,23.4,59.9,0.3,100,4.17,rain,0,0,22.3,9,64,999.1,14.6,20.7,276.6,24,9,10,2023-06-19T05:23:25,2023-06-19T19:32:27,0.04,Rain,Clear conditions throughout the day with afternoon rain.,rain,"42077099999,42099099999,remote"
Punjab,2023-06-20,39.1,27.5,33.8,46.1,32.3,40.8,24.8,62,0,0,0,,0,0,19.4,10.8,253.6,998.1,12.7,20.8,274.3,23.7,9,10,2023-06-20T05:23:36,2023-06-20T19:32:42,0.07,Clear,Clear conditions throughout the day.,clear-day,"42077099999,42099099999,remote"
Punjab,2023-06-21,38.9,30.2,34.3,49.2,36,43.2,25.6,61.5,0,0,0,,0,0,30.6,14,122.1,998.3,24.8,20.8,265.9,23,9,30,2023-06-21T05:23:48,2023-06-21T19:32:55,0.1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42077099999,42099099999,remote"
Punjab,2023-06-22,37.7,29.3,34,51.6,35.8,44.6,26.7,66.4,0.2,100,8.33,rain,0,0,31.3,14.8,119.3,999,53.5,20.8,215.2,18.5,8,30,2023-06-22T05:24:00,2023-06-22T19:33:08,0.13,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"42077099999,42099099999,remote"
Punjab,2023-06-23,37.7,31.3,34,51,41.2,46.1,27.5,69.5,0.2,100,8.33,rain,0,0,37.8,17.3,128.9,998.8,38.8,20.7,239.8,20.7,8,60,2023-06-23T05:24:15,2023-06-23T19:33:19,0.17,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"42077099999,42099099999,remote"
Punjab,2023-06-24,38,31,34.1,50.5,41.8,45.6,27.2,68.1,0.2,100,4.17,rain,0,0,32.8,14.8,116.4,998.3,61.1,20.7,246.5,21.2,8,60,2023-06-24T05:24:30,2023-06-24T19:33:29,0.2,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"42077099999,42099099999,remote"
Punjab,2023-06-25,34.6,26.5,30.5,45,26.5,37.7,25.7,76.5,1.7,100,25,rain,0,0,50.4,27,128.6,999.7,73.7,21.6,232.5,19.9,7,60,2023-06-25T05:24:46,2023-06-25T19:33:38,0.23,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"42077099999,42099099999,remote"
Punjab,2023-06-26,31.7,25.3,28,38.5,25.3,31.7,25.1,84.8,28.4,100,75,rain,0,0,35.6,14.8,75.8,1001.9,87.7,16.9,116.3,10.3,5,10,2023-06-26T05:25:04,2023-06-26T19:33:45,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"42077099999,42099099999,remote"
Punjab,2023-06-27,35.1,26.7,30.1,44.3,26.7,36.6,25.7,78,3.8,100,45.83,rain,0,0,30.6,18.1,97.2,1000.6,46.1,20.8,242.7,21,8,30,2023-06-27T05:25:22,2023-06-27T19:33:51,0.3,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"42077099999,42099099999,remote"
Punjab,2023-06-28,34.1,27.1,30.3,47.3,30.8,37.7,26,78.7,15,100,45.83,rain,0,0,36,17.3,133.7,1001.7,49.4,20.3,222.6,19,7,30,2023-06-28T05:25:42,2023-06-28T19:33:55,0.33,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"42077099999,42099099999,remote"
Punjab,2023-06-29,35.2,26.7,30.3,44.6,26.7,37.9,26.3,79.9,9.8,100,58.33,rain,0,0,23.4,11.2,137.2,1000.7,42.5,19.4,222.2,19.1,7,30,2023-06-29T05:26:03,2023-06-29T19:33:58,0.36,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"42077099999,42099099999,remote"
Punjab,2023-06-30,33.4,27.4,30.1,43.4,32.1,37.9,26.5,81.4,0.9,100,20.83,rain,0,0,22.7,11.2,108.3,999.2,26.5,20.7,264.1,22.7,9,30,2023-06-30T05:26:24,2023-06-30T19:34:00,0.39,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"42077099999,42099099999,remote"
Punjab,2023-07-01,34.4,26.9,30.6,44.1,30.3,37.6,25.8,76.7,0.7,100,20.83,rain,0,0,22.3,11.2,166,999.7,23.6,20.8,263.3,22.8,8,30,2023-07-01T05:26:47,2023-07-01T19:34:00,0.43,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"42077099999,42099099999,remote"
Punjab,2023-07-02,36.2,27.5,31.8,47.9,32.2,40.4,26.4,74.7,0.2,100,8.33,rain,0,0,24.8,8.6,97.9,1000.2,12.5,20.8,270.3,23.3,8,30,2023-07-02T05:27:10,2023-07-02T19:33:59,0.46,Rain,Clear conditions throughout the day with rain in the morning and afternoon.,rain,"42099099999,remote"
Punjab,2023-07-03,36.8,29.3,32.8,50.3,36.5,43.5,27.2,73.3,0.3,100,8.33,rain,0,0,19.1,7.9,112.2,999.1,24.8,20.6,262.9,22.6,8,30,2023-07-03T05:27:35,2023-07-03T19:33:56,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"42077099999,42099099999,remote"
Punjab,2023-07-04,33.4,27.7,30.6,42.7,31.6,38.2,26,77.2,3.7,100,16.67,rain,0,0,29.5,14.5,116.3,998.2,36.4,20.7,251.9,21.6,8,30,2023-07-04T05:28:00,2023-07-04T19:33:52,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"42077099999,42099099999,remote"
Punjab,2023-07-05,30,23.7,26.8,37.8,23.7,29.4,25,90.3,28.5,100,45.83,rain,0,0,36,16.2,106.5,999.4,69.9,18.2,91.5,8,4,30,2023-07-05T05:28:26,2023-07-05T19:33:46,0.56,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"42077099999,42099099999,remote"
Punjab,2023-07-06,31.4,25,28,41.3,25,32.3,25.7,87.5,11.6,100,41.67,rain,0,0,25.6,11.2,99.2,1001.3,41.3,19.8,226.8,19.5,8,30,2023-07-06T05:28:53,2023-07-06T19:33:39,0.6,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"42099099999,remote"
Punjab,2023-07-07,32.7,26.4,29.2,42.5,26.4,35.2,25.9,82.8,9.6,100,41.67,rain,0,0,33.8,14.5,95,1001.9,58,20.8,219.2,19,8,30,2023-07-07T05:29:21,2023-07-07T19:33:31,0.63,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"42077099999,42099099999,remote"
Punjab,2023-07-08,29.1,24.9,26.8,36.2,24.9,29.1,25.4,92.5,46,100,79.17,rain,0,0,29.9,15.5,98,1002.3,90.2,12.5,49,4.3,2,30,2023-07-08T05:29:50,2023-07-08T19:33:21,0.67,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"42077099999,42099099999,remote"
Punjab,2023-07-09,27.7,24.6,26.1,33.6,24.6,27.8,25.5,96.9,58.2,100,91.67,rain,0,0,33.5,18.4,124.8,1001,99.9,14,48.7,4.3,2,10,2023-07-09T05:30:19,2023-07-09T19:33:09,0.7,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"42077099999,42099099999,remote"
Punjab,2023-07-10,27.7,24.1,26.5,33,24.1,28.1,25.1,92.4,20.4,100,54.17,rain,0,0,32.4,13.7,74.7,1001.9,98.5,18,78.2,6.7,3,10,2023-07-10T05:30:49,2023-07-10T19:32:56,0.75,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"42077099999,42099099999,remote"
Punjab,2023-07-11,34,25.4,29.3,43.7,25.4,33.8,24.6,76.8,0.2,100,8.33,rain,0,0,22.7,11,77.5,1001.2,52.4,20.5,228.9,19.9,9,30,2023-07-11T05:31:20,2023-07-11T19:32:42,0.77,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"42077099999,42099099999,remote"
Punjab,2023-07-12,34.8,27.2,30.3,45.4,31.5,37.9,26.3,79.5,1,100,20.83,rain,0,0,23,11,127.6,1000.5,32.9,20.8,270.2,23.2,9,30,2023-07-12T05:31:51,2023-07-12T19:32:26,0.81,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"42077099999,42099099999,remote"
Punjab,2023-07-13,33.8,27,29.6,45.6,30.6,36.2,25.8,80.8,1.6,100,25,rain,0,0,29.5,11,104.5,1000.8,41.4,19.9,222.3,19.3,8,30,2023-07-13T05:32:23,2023-07-13T19:32:08,0.84,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"42077099999,42099099999,remote"
Punjab,2023-07-14,34.1,27,30,45.5,30.7,37.9,26.6,82.1,4.5,100,50,rain,0,0,27.4,12.6,128.4,1001.3,50.8,20.8,206.3,17.7,8,30,2023-07-14T05:32:55,2023-07-14T19:31:49,0.88,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"42077099999,42099099999,remote"
Punjab,2023-07-15,34.9,27.4,30.7,48.2,32,39.8,27.1,82,3.8,100,29.17,rain,0,0,20.9,10.4,135.4,1000.3,58.1,20.8,250.2,21.8,8,30,2023-07-15T05:33:28,2023-07-15T19:31:29,0.91,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"42077099999,42099099999,remote"
Punjab,2023-07-16,33.3,27.3,29.6,45.2,31.9,37.9,27.1,86.7,5.8,100,79.17,rain,0,0,31,15.8,123.4,1000.7,95.9,20.1,185,16.1,7,30,2023-07-16T05:34:01,2023-07-16T19:31:07,0.95,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"42077099999,42099099999,remote"
Punjab,2023-07-17,33.9,27.1,30.4,48.9,31.5,40.4,27.8,86.6,8.8,100,62.5,rain,0,0,28.1,10.8,133.3,999.7,58.6,20.3,219.1,18.9,8,30,2023-07-17T05:34:35,2023-07-17T19:30:43,0.98,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"42077099999,42099099999,remote"
Punjab,2023-07-18,33.1,28.7,30.5,46.6,36.6,40.7,27.7,85.3,2.7,100,54.17,rain,0,0,31,15.8,127.8,999.6,77.5,20.7,227.7,19.6,7,30,2023-07-18T05:35:09,2023-07-18T19:30:19,0,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"42077099999,42099099999,remote"
Punjab,2023-07-19,32.4,26.4,29.1,43.5,26.4,36.4,26.7,87.3,3.4,100,54.17,rain,0,0,34.2,18.1,124.9,1000.9,91.9,20.6,160,13.7,5,30,2023-07-19T05:35:44,2023-07-19T19:29:52,0.05,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"42077099999,42099099999,remote"
Punjab,2023-07-20,36.2,28.6,32.1,50,36,43.1,27.6,78.5,0.5,100,12.5,rain,0,0,23,6.8,64.7,1000.3,74.9,19.3,249.7,21.5,8,30,2023-07-20T05:36:19,2023-07-20T19:29:24,0.08,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"42077099999,42099099999,remote"
Punjab,2023-07-21,36.7,30.1,32.2,48,40.1,44,28,79.3,4.4,100,54.17,rain,0,0,24.8,10.4,59,1000.9,87,18.5,196.3,17,8,30,2023-07-21T05:36:54,2023-07-21T19:28:55,0.12,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"42077099999,42099099999,remote"
Punjab,2023-07-22,30.5,26.7,28.4,41.4,26.7,34.2,26.1,87.9,15,100,41.67,rain,0,0,32,18.4,107.4,1004.8,98.1,19.1,92,7.8,4,30,2023-07-22T05:37:30,2023-07-22T19:28:24,0.15,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,"42077099999,42099099999,remote"
Punjab,2023-07-23,35.1,27,31,48.2,30.7,39.4,26.6,78.2,0.2,100,8.33,rain,0,0,30.2,11.5,90.1,1004.6,67.4,17.5,223.3,19.3,8,60,2023-07-23T05:38:06,2023-07-23T19:27:52,0.18,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"42077099999,42099099999,remote"
Punjab,2023-07-24,34.7,28.7,31.2,48.6,35.9,41.2,27.3,80.2,5.2,100,20.83,rain,0,0,27.7,9,99,1001.9,55,19.7,238.1,20.4,8,30,2023-07-24T05:38:42,2023-07-24T19:27:19,0.22,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"42077099999,42099099999,remote"
Punjab,2023-07-25,33.9,28.9,30.9,46.8,36.1,40.9,27.4,82.2,18.7,100,66.67,rain,0,0,20.5,9.4,84.2,1001.6,96.5,20.4,127.3,11.1,5,30,2023-07-25T05:39:19,2023-07-25T19:26:44,0.25,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"42077099999,42099099999,remote"
Punjab,2023-07-26,32.1,26.7,29.2,42.5,26.7,35.9,26.3,84.4,1.9,100,58.33,rain,0,0,23.8,12.2,141.5,1003.6,93.2,18,158.1,13.8,5,60,2023-07-26T05:39:55,2023-07-26T19:26:08,0.25,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"42077099999,42099099999,remote"
Punjab,2023-07-27,33.7,27.6,29.8,45.7,32.5,37.6,26.6,83.4,7.6,100,33.33,rain,0,0,25.2,10.4,124.7,1002.6,89.1,20.8,162.3,14,9,30,2023-07-27T05:40:32,2023-07-27T19:25:30,0.32,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"42077099999,42099099999,remote"
Punjab,2023-07-28,32.5,25.4,28.9,43.4,25.4,35.5,26.7,88.2,9.3,100,45.83,rain,0,0,23.8,9.4,172.5,1000.3,65.2,19.4,163.6,14.1,6,60,2023-07-28T05:41:09,2023-07-28T19:24:51,0.35,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"42077099999,42099099999,remote"
Punjab,2023-07-29,34.1,27.1,29.2,43,31.3,35.8,26.2,84.4,3.2,100,33.33,rain,0,0,16.9,9,124.3,999.3,53.1,20.7,204.5,17.8,7,30,2023-07-29T05:41:46,2023-07-29T19:24:11,0.38,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"42077099999,42099099999,remote"
Punjab,2023-07-30,33.9,26.2,29.8,44.4,26.2,36.5,26.3,82.7,2.3,100,45.83,rain,0,0,19.8,7.2,233.7,998.8,32.6,20.8,232.5,20.3,8,30,2023-07-30T05:42:24,2023-07-30T19:23:29,0.42,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"42077099999,42099099999,remote"
Punjab,2023-07-31,34.9,27.5,30.8,47.3,33,40.3,27.3,82.2,1.4,100,25,rain,0,0,22.7,8.6,268.9,998,30.9,20.7,240.9,20.9,7,30,2023-07-31T05:43:01,2023-07-31T19:22:46,0.45,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"42077099999,42099099999,remote"
Punjab,2023-08-01,35.3,28.4,31.4,50.3,35.8,43,28.1,83.2,0.9,100,25,rain,0,0,22,10.1,273.5,996.9,20.2,20.8,253.3,21.9,8,30,2023-08-01T05:43:38,2023-08-01T19:22:02,0.48,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"42077099999,42099099999,remote"
Punjab,2023-08-02,35.4,28.2,31.1,51.7,34,42.1,27.9,83.2,3.1,100,50,rain,0,0,19.8,9.4,236.1,997.1,40.4,20.8,243.3,21.1,8,30,2023-08-02T05:44:16,2023-08-02T19:21:16,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"42077099999,42099099999,remote"
Punjab,2023-08-03,34.6,27.1,30.6,50,30.8,40.4,27.5,83.9,3.1,100,50,rain,0,0,22.7,11.2,248.3,997.8,35,20.8,231.5,20,8,30,2023-08-03T05:44:53,2023-08-03T19:20:30,0.55,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"42077099999,42099099999,remote"
Punjab,2023-08-04,34,29,30.6,49.1,36.4,41.3,27.9,85.6,3.8,100,37.5,rain,0,0,28.4,11.2,133.8,999.8,50,20.4,216,18.7,8,30,2023-08-04T05:45:31,2023-08-04T19:19:42,0.59,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"42077099999,42099099999,remote"
Punjab,2023-08-05,35.1,27.3,30.7,49.1,32.1,40,27.2,82.9,2.2,100,33.33,rain,0,0,28.8,7.6,101.6,1001.7,47.4,19,219,19.1,8,30,2023-08-05T05:46:08,2023-08-05T19:18:53,0.62,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"42077099999,42099099999,remote"
Punjab,2023-08-06,34.6,28.6,31,50.8,36.4,41.4,27.7,83.3,7.8,100,54.17,rain,0,0,26.6,10.4,155.5,998.5,65.1,20.8,235.2,20.4,8,30,2023-08-06T05:46:46,2023-08-06T19:18:02,0.65,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"42077099999,42099099999,remote"
Punjab,2023-08-07,34.2,27,30.3,46.4,31,38.9,26.9,82.7,0.4,100,12.5,rain,0,0,24.8,11.2,230.4,996.2,42.8,20.8,241.8,21,8,30,2023-08-07T05:47:23,2023-08-07T19:17:11,0.69,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"42077099999,42099099999,remote"
Punjab,2023-08-08,34.6,28.2,31.2,48,35.2,41.6,27.6,81.7,0.8,100,25,rain,0,0,26.3,12.2,255.8,997,44.5,20.2,251.5,21.9,8,30,2023-08-08T05:48:01,2023-08-08T19:16:18,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"42077099999,42099099999,remote"
